Brand,User_Age,Daily_Usage_(in_minutes)
Nokia,48,145
Vivo,22,172
OnePlus,19,119
RealMe,52,26
Apple,34,228
Motorola,48,119
Nokia,29,168
Motorola,33,24
Motorola,57,103
Vivo,36,198
Samsung,47,161
LG,30,146
OnePlus,68,28
LG,34,81
Lenovo,10,184
Motorola,44,97
RealMe,27,181
Vivo,33,48
RealMe,41,166
Samsung,48,167
Vivo,51,159
LYF,36,328
Honor,38,105
LYF,55,160
Apple,19,-33
Samsung,44,56
Lenovo,16,174
Xioami,25,99
Samsung,68,123
Apple,45,13
Oppo,39,212
RealMe,25,59
LYF,40,108
Apple,38,131
Nokia,47,120
Samsung,31,140
Nokia,25,179
RealMe,37,123
LYF,31,56
Xioami,26,217
Vivo,55,93
Vivo,36,102
Nokia,45,91
LG,19,170
RealMe,38,104
Honor,30,-42
Lenovo,61,129
Honor,42,46
Xioami,44,61
Honor,79,108
OnePlus,23,71
OnePlus,42,210
Nokia,18,99
LG,28,49
Lenovo,67,40
Motorola,25,8
Nokia,25,252
Motorola,33,215
LYF,12,73
Nokia,42,181
LG,46,36
Samsung,26,50
Nokia,31,131
RealMe,35,-81
OnePlus,23,222
Lenovo,56,86
OnePlus,27,13
Honor,27,39
Vivo,25,93
Oppo,25,86
Nokia,50,167
Lenovo,51,82
Vivo,28,5
Motorola,39,133
Oppo,22,36
LYF,44,-17
Nokia,22,87
Nokia,13,186
Nokia,16,122
Oppo,23,88
Lenovo,36,203
LG,24,-32
Lenovo,35,127
Vivo,52,68
Vivo,33,211
LYF,16,59
Oppo,20,156
Apple,47,199
Samsung,18,84
LG,52,212
LG,56,122
Honor,33,97
LYF,47,106
Xioami,48,158
Oppo,41,24
Vivo,21,136
RealMe,34,230
Xioami,23,232
RealMe,38,140
LG,55,63
Apple,42,76
OnePlus,40,228
Apple,17,50
Apple,45,99
Oppo,56,129
RealMe,23,119
Xioami,38,205
LYF,40,151
Honor,31,-35
Oppo,37,149
Xioami,21,72
LYF,20,211
Xioami,51,8
Oppo,43,222
LG,40,76
Apple,53,174
Samsung,35,185
Nokia,50,149
Oppo,44,71
Honor,25,141
Xioami,32,177
RealMe,35,176
Samsung,61,156
LG,36,72
LG,18,235
RealMe,46,247
LYF,38,209
Xioami,44,126
LYF,53,-64
OnePlus,46,147
RealMe,52,57
Motorola,11,232
Lenovo,44,101
RealMe,69,59
Lenovo,37,104
Honor,66,93
RealMe,44,164
RealMe,43,150
Oppo,32,106
Honor,39,41
Lenovo,24,185
Vivo,29,140
LG,17,52
Apple,47,-29
Oppo,14,250
Apple,49,142
Apple,34,146
Oppo,45,133
Samsung,40,49
Lenovo,15,6
Xioami,33,186
Lenovo,18,172
Nokia,55,133
Motorola,14,202
Samsung,57,308
LG,42,68
LG,38,141
RealMe,25,72
Lenovo,34,96
Apple,36,218
Nokia,16,48
Apple,34,-46
Honor,34,62
Apple,31,216
Nokia,29,117
Samsung,28,266
Nokia,20,61
Lenovo,52,50
Samsung,29,0
Honor,56,233
Motorola,52,126
Apple,43,2
LG,32,163
OnePlus,31,0
Oppo,28,155
Vivo,22,163
RealMe,32,16
Honor,85,108
Honor,50,64
Xioami,15,157
LG,46,100
Samsung,10,138
Honor,58,172
LG,39,59
Oppo,59,165
Xioami,34,-59
RealMe,34,9
Oppo,27,100
Honor,37,114
Samsung,32,65
Apple,37,155
OnePlus,39,215
Samsung,31,131
RealMe,28,100
Nokia,58,70
Lenovo,42,255
Samsung,48,67
Honor,29,83
Lenovo,46,243
Samsung,50,209
OnePlus,45,57
LG,58,84
Apple,29,81
Honor,38,87
Lenovo,39,52
Samsung,30,310
RealMe,45,69
Vivo,37,97
Oppo,43,131
LYF,61,29
Motorola,31,138
LYF,37,141
LYF,61,76
RealMe,40,8
Nokia,54,165
Xioami,14,101
Xioami,60,207
Apple,67,151
Oppo,36,207
OnePlus,17,22
Apple,39,-6
Samsung,29,92
Motorola,50,147
Samsung,48,169
LYF,44,330
OnePlus,38,246
Lenovo,35,156
Honor,20,38
Motorola,26,151
Nokia,61,27
Oppo,76,201
OnePlus,39,154
Lenovo,40,85
Oppo,29,132
Lenovo,60,61
Lenovo,23,230
RealMe,36,165
Lenovo,31,75
Samsung,45,197
Oppo,57,125
Honor,58,129
OnePlus,27,70
Lenovo,44,170
Vivo,44,92
Motorola,36,114
Oppo,26,86
Xioami,13,156
RealMe,14,122
RealMe,73,-21
Apple,41,38
RealMe,46,192
Samsung,40,77
Apple,32,141
Vivo,25,30
Nokia,55,59
Oppo,48,83
Honor,29,181
LYF,31,117
Samsung,36,188
Oppo,40,124
Apple,57,32
Vivo,24,65
Samsung,12,83
Samsung,35,290
Oppo,36,51
RealMe,11,175
LYF,49,92
LG,29,106
Honor,25,248
Oppo,26,56
Motorola,43,47
Vivo,16,42
Oppo,28,56
Nokia,42,140
LG,60,56
Oppo,35,50
Vivo,33,231
RealMe,47,192
Vivo,27,144
LYF,25,193
LG,57,77
Samsung,33,130
Honor,42,108
Motorola,44,264
Motorola,35,15
OnePlus,32,49
Vivo,39,55
Xioami,33,182
LG,57,24
Lenovo,44,88
OnePlus,39,103
Vivo,34,197
RealMe,33,220
LYF,29,306
Apple,38,-3
Honor,34,83
Vivo,24,91
Motorola,36,225
Motorola,48,60
Motorola,48,81
Lenovo,40,310
RealMe,14,302
Oppo,32,176
Samsung,52,214
Xioami,54,195
Vivo,24,135
Vivo,22,137
Vivo,15,175
Apple,21,167
Samsung,47,49
LYF,46,133
RealMe,54,17
RealMe,26,225
Lenovo,24,11
Motorola,18,132
LG,34,262
Apple,24,0
Vivo,27,261
Nokia,24,147
Oppo,24,181
Apple,54,153
OnePlus,14,158
OnePlus,44,214
Vivo,47,180
Motorola,44,117
Vivo,32,121
Apple,22,105
LYF,21,64
Oppo,35,144
Xioami,20,85
Honor,49,31
Lenovo,49,192
Apple,51,177
Nokia,24,178
Samsung,31,13
Xioami,58,78
RealMe,20,131
Samsung,25,220
Samsung,38,155
Motorola,36,142
Apple,35,235
Vivo,24,133
RealMe,37,88
Apple,34,102
Vivo,35,119
Honor,15,106
Lenovo,21,52
RealMe,40,120
Samsung,26,170
Honor,61,128
Honor,59,94
Oppo,30,156
Vivo,46,-19
Lenovo,40,75
LYF,20,236
Oppo,14,146
LG,23,174
Vivo,11,25
Samsung,37,79
Oppo,41,144
Apple,21,45
Nokia,61,130
Vivo,47,-3
Lenovo,40,270
OnePlus,33,234
Oppo,51,126
OnePlus,29,92
Nokia,21,105
Samsung,29,30
Motorola,26,182
OnePlus,27,-1
Motorola,19,192
OnePlus,52,38
Apple,54,132
Samsung,47,17
LG,52,266
LYF,72,125
OnePlus,21,-62
Nokia,25,166
OnePlus,18,145
Lenovo,51,108
Nokia,51,105
RealMe,36,114
LYF,47,245
Vivo,16,98
LG,35,84
Xioami,43,233
Apple,64,123
LYF,41,98
Motorola,22,192
Xioami,35,146
Motorola,17,36
RealMe,18,-9
Motorola,56,157
Samsung,19,123
Nokia,54,88
Oppo,30,-7
LYF,47,45
Samsung,44,223
Honor,23,143
Apple,27,153
LYF,60,263
LG,40,142
Vivo,25,136
LYF,64,177
Vivo,44,88
Vivo,32,102
Lenovo,27,156
Vivo,44,152
LYF,37,249
Motorola,30,324
Motorola,22,127
Honor,56,-111
Apple,28,126
RealMe,25,218
Nokia,92,145
Motorola,44,124
Nokia,76,-55
Honor,48,173
Samsung,37,163
LYF,17,144
Apple,53,-51
Vivo,40,113
Vivo,25,155
Lenovo,42,133
LG,49,240
Vivo,31,146
OnePlus,27,170
Nokia,24,111
LG,12,155
Lenovo,48,160
Oppo,13,78
OnePlus,50,183
Lenovo,41,61
OnePlus,41,177
Apple,21,1
LG,60,98
Xioami,34,139
RealMe,15,-4
Nokia,30,223
Oppo,43,221
RealMe,19,294
Apple,27,76
Oppo,58,13
Xioami,48,240
Vivo,18,73
Motorola,10,8
LG,51,127
Samsung,38,178
RealMe,24,163
Nokia,41,107
Xioami,42,154
Oppo,41,129
Honor,33,88
LG,53,109
Apple,31,188
Oppo,26,79
LYF,28,133
Apple,45,286
Xioami,42,235
Samsung,42,172
Samsung,19,142
LG,40,-21
LYF,60,117
LG,58,56
Motorola,41,258
Motorola,34,84
Oppo,28,149
Motorola,40,118
Oppo,23,107
OnePlus,48,156
Oppo,56,29
Samsung,54,51
Lenovo,15,63
RealMe,37,176
RealMe,24,139
Honor,37,162
Apple,49,150
Samsung,48,126
OnePlus,39,240
Oppo,59,58
Apple,45,167
Oppo,27,145
Vivo,34,84
LG,42,-65
Honor,44,90
Vivo,53,262
Lenovo,44,78
OnePlus,41,179
Nokia,36,-79
LYF,39,212
Motorola,24,-25
OnePlus,39,10
Vivo,27,126
LYF,29,61
Motorola,29,135
OnePlus,47,122
Lenovo,52,157
RealMe,48,0
Honor,39,-47
RealMe,56,155
Motorola,33,64
Motorola,25,47
LYF,49,163
OnePlus,30,96
Oppo,36,177
Samsung,30,67
Apple,37,82
Samsung,49,58
Samsung,22,84
Nokia,12,295
Vivo,50,246
OnePlus,22,226
Vivo,34,130
OnePlus,45,12
Oppo,22,226
Lenovo,29,70
Xioami,55,131
Vivo,33,99
Vivo,59,-16
Vivo,24,43
LG,26,120
LG,41,34
Lenovo,39,93
Apple,43,110
Apple,40,9
RealMe,39,144
Lenovo,55,214
LG,48,78
Motorola,30,6
Xioami,49,221
RealMe,54,107
Samsung,41,83
LG,18,186
Xioami,42,-8
Samsung,49,142
RealMe,19,65
Apple,19,229
Xioami,48,128
OnePlus,40,61
Honor,40,128
Motorola,45,-85
Oppo,38,0
Lenovo,16,62
LG,44,118
Honor,28,210
Xioami,35,99
Nokia,21,237
Xioami,20,232
Nokia,32,120
Honor,41,23
Oppo,26,172
Lenovo,24,37
OnePlus,17,156
Oppo,25,191
Samsung,36,130
LG,37,32
RealMe,66,59
Nokia,15,144
OnePlus,59,123
Samsung,13,45
Lenovo,42,74
LYF,43,242
OnePlus,25,110
LG,58,81
Xioami,16,112
Oppo,74,85
Motorola,13,203
Samsung,47,75
Motorola,35,278
LYF,27,-15
OnePlus,43,64
LG,30,128
Honor,31,89
Honor,47,111
Honor,47,165
Vivo,26,-14
Lenovo,59,70
Xioami,43,-7
Motorola,64,58
Nokia,50,213
Xioami,68,109
LG,33,101
Nokia,26,123
Motorola,42,80
Apple,26,-2
Xioami,47,143
Vivo,49,171
LG,44,160
Nokia,39,98
Honor,60,18
LG,21,24
Motorola,45,177
Nokia,43,192
Lenovo,51,153
Xioami,27,119
Vivo,15,175
OnePlus,41,215
RealMe,29,309
Honor,48,86
Lenovo,36,151
OnePlus,34,230
Vivo,37,5
Vivo,57,20
RealMe,24,174
Apple,36,253
Vivo,47,274
LG,27,7
Samsung,43,159
Samsung,60,103
Xioami,17,-100
LYF,41,155
Samsung,34,73
Vivo,34,-25
Vivo,44,21
Nokia,38,293
Xioami,70,113
Oppo,55,-82
RealMe,64,159
Vivo,17,117
OnePlus,60,87
OnePlus,26,94
Honor,17,0
LYF,52,88
Apple,28,109
LG,23,-19
LG,26,38
LYF,31,149
Vivo,29,210
Vivo,35,168
Xioami,32,201
Lenovo,64,-46
RealMe,14,54
Apple,38,244
RealMe,32,14
Nokia,30,115
Oppo,36,152
Xioami,52,212
Lenovo,31,108
LG,24,187
LG,31,199
RealMe,51,274
LYF,21,161
Samsung,14,172
Apple,37,191
Lenovo,24,220
Apple,22,186
Samsung,42,104
LG,44,93
Vivo,10,-52
Xioami,29,149
Motorola,36,184
RealMe,22,12
Honor,34,96
Lenovo,28,148
LYF,29,69
LG,16,6
OnePlus,51,139
LYF,49,-12
Xioami,42,144
Lenovo,20,210
LG,16,322
Nokia,38,119
Vivo,39,54
OnePlus,52,158
Oppo,26,103
Xioami,38,237
Nokia,49,102
Nokia,40,103
Lenovo,49,66
LYF,36,248
Apple,28,-87
Lenovo,16,119
Apple,51,97
LYF,34,-70
Nokia,23,95
LG,29,-54
Vivo,46,124
Oppo,57,99
Nokia,30,123
Motorola,22,61
Lenovo,45,91
Xioami,21,375
LYF,34,220
Vivo,49,88
Vivo,17,151
Samsung,12,172
Nokia,38,203
Apple,53,128
Nokia,51,63
RealMe,47,74
Honor,44,75
Vivo,18,184
Honor,20,51
LYF,26,60
LYF,38,50
LG,57,-13
Nokia,27,155
Samsung,40,106
Xioami,38,128
OnePlus,26,-25
Nokia,29,-25
Vivo,13,99
LYF,40,134
Nokia,46,208
Motorola,46,114
Xioami,55,147
Apple,29,112
LG,48,44
Oppo,28,200
Xioami,39,110
Oppo,45,70
Vivo,32,167
OnePlus,35,156
LYF,47,111
Lenovo,48,175
Lenovo,45,92
Motorola,33,125
Apple,14,146
LYF,11,95
OnePlus,54,98
Xioami,34,39
LG,18,82
RealMe,25,333
Oppo,37,92
Motorola,19,91
Lenovo,40,74
Lenovo,45,166
Apple,26,123
Apple,53,156
Apple,49,109
OnePlus,37,77
Honor,16,161
OnePlus,11,168
Lenovo,17,125
Nokia,26,177
Motorola,13,124
OnePlus,23,59
Samsung,68,193
Honor,81,197
Lenovo,52,38
RealMe,27,80
OnePlus,17,120
Samsung,34,75
LYF,45,97
Lenovo,25,9
RealMe,15,75
LG,70,39
Xioami,39,148
OnePlus,26,70
RealMe,51,187
Honor,42,126
Xioami,40,80
Lenovo,16,314
Honor,36,32
Xioami,46,-69
RealMe,45,-60
Motorola,33,182
Apple,35,137
Vivo,53,102
Samsung,46,121
LG,50,185
Honor,20,-52
Xioami,83,160
Vivo,18,100
Motorola,36,21
RealMe,18,308
Vivo,31,169
LYF,43,197
Oppo,48,30
Apple,49,120
RealMe,23,86
Xioami,52,109
Samsung,42,116
Apple,31,121
RealMe,28,208
LYF,47,169
Apple,33,284
Samsung,70,158
Apple,41,175
Apple,32,40
Oppo,24,231
Xioami,69,150
Vivo,58,166
Vivo,57,168
Samsung,35,130
LYF,33,91
Samsung,19,117
Vivo,39,87
RealMe,20,141
Samsung,41,154
Vivo,42,100
Xioami,17,90
Oppo,29,73
Honor,52,146
Motorola,53,127
Samsung,72,171
Oppo,34,98
Lenovo,48,28
Samsung,33,113
RealMe,15,102
Lenovo,12,37
LYF,28,68
Oppo,30,155
Lenovo,15,-19
Motorola,47,142
Lenovo,26,74
LYF,30,-49
Lenovo,48,279
Honor,51,51
Oppo,37,109
Motorola,43,179
Vivo,52,91
Lenovo,39,220
LG,36,243
LG,66,228
RealMe,41,188
Xioami,18,83
Vivo,80,39
Oppo,35,112
Nokia,18,133
LG,26,249
RealMe,39,65
LG,72,-29
RealMe,59,116
Apple,39,16
Honor,26,111
Vivo,25,86
Xioami,49,148
Samsung,38,70
Oppo,19,191
Honor,35,60
Nokia,21,-10
RealMe,37,85
Apple,42,46
Vivo,28,114
Oppo,38,44
Samsung,39,38
LG,30,72
OnePlus,38,66
Apple,31,-23
Honor,45,62
Vivo,44,194
Honor,33,177
LG,54,14
Motorola,36,114
Apple,32,207
Xioami,41,139
Samsung,50,76
Nokia,30,127
LG,20,102
LYF,40,236
Honor,29,256
RealMe,34,193
Samsung,78,101
LYF,25,145
Xioami,20,130
Samsung,19,83
Lenovo,38,123
Lenovo,15,48
OnePlus,60,271
Vivo,43,34
Motorola,28,196
RealMe,24,94
Lenovo,26,284
Lenovo,40,58
Motorola,12,104
OnePlus,26,111
Samsung,40,76
Samsung,31,-25
RealMe,34,107
Lenovo,53,63
OnePlus,28,24
RealMe,38,240
RealMe,57,36
LG,30,126
Lenovo,65,206
Xioami,28,63
RealMe,55,172
LYF,13,20
Samsung,39,125
Oppo,15,51
Lenovo,39,230
OnePlus,21,62
OnePlus,29,174
Oppo,25,103
Xioami,22,99
Nokia,18,120
Xioami,28,162
OnePlus,34,165
Oppo,93,206
Oppo,25,135
RealMe,35,66
Lenovo,30,17
Honor,29,45
Nokia,48,162
Honor,60,40
LYF,20,185
Nokia,38,320
Honor,11,21
Xioami,40,60
Honor,21,44
Samsung,50,179
Apple,12,-18
Lenovo,76,193
Vivo,43,138
Honor,43,173
OnePlus,55,162
Samsung,39,139
Honor,57,102
Vivo,15,187
RealMe,28,-42
OnePlus,67,110
LG,32,130
Lenovo,25,181
Honor,30,-49
Lenovo,12,166
Motorola,41,106
OnePlus,31,-37
RealMe,44,250
Motorola,16,27
Oppo,35,49
Nokia,43,162
Honor,49,-7
Lenovo,40,248
Lenovo,29,139
LG,34,176
LYF,16,37
Vivo,22,18
Motorola,23,136
Samsung,54,159
Nokia,67,48
Motorola,33,86
Vivo,36,71
Oppo,24,106
Oppo,34,-10
LYF,36,162
LG,42,45
OnePlus,19,40
RealMe,28,-69
Xioami,20,-19
Samsung,49,171
LG,36,86
Apple,28,207
LYF,25,-51
Nokia,18,52
Vivo,45,177
Lenovo,26,120
Xioami,50,232
Samsung,52,219
OnePlus,30,17
Vivo,35,208
OnePlus,28,137
OnePlus,18,104
RealMe,29,105
Apple,33,62
Apple,23,145
LG,40,27
LYF,42,159
OnePlus,88,109
LYF,56,235
OnePlus,42,194
Vivo,28,195
LG,11,137
Lenovo,24,35
RealMe,27,234
Motorola,32,235
Samsung,33,-13
OnePlus,44,211
RealMe,40,240
Xioami,42,-15
Lenovo,16,135
Samsung,51,141
LYF,12,223
Motorola,28,111
Nokia,81,-30
OnePlus,53,17
Nokia,19,101
OnePlus,22,216
Vivo,32,58
OnePlus,58,66
Motorola,37,-97
Samsung,25,335
Xioami,45,223
LYF,33,178
Lenovo,46,61
OnePlus,53,240
Xioami,36,232
LG,43,176
Honor,20,113
Vivo,54,97
Lenovo,32,87
Honor,53,127
Lenovo,45,139
Xioami,17,91
OnePlus,18,156
Apple,45,97
Honor,49,62
Nokia,62,161
Xioami,72,157
Motorola,35,219
Vivo,26,30
Samsung,25,140
OnePlus,38,37
Motorola,34,128
Apple,50,12
Motorola,35,48
Apple,25,83
LG,36,45
Xioami,14,158
Lenovo,33,162
Xioami,41,233
LYF,38,81
Xioami,35,67
Xioami,26,-10
Apple,29,21
LG,17,47
Samsung,40,104
RealMe,42,273
RealMe,40,109
Vivo,39,205
Honor,44,117
Lenovo,21,140
Lenovo,33,-17
Honor,49,162
Oppo,52,77
Lenovo,19,285
Nokia,26,153
Nokia,71,139
Xioami,26,181
Samsung,32,69
Apple,22,59
Honor,12,251
Xioami,15,172
Lenovo,62,86
Apple,28,250
Nokia,22,132
Nokia,27,131
OnePlus,30,92
RealMe,35,128
Apple,53,151
Xioami,51,107
RealMe,47,-6
Samsung,23,202
Lenovo,26,92
LYF,38,154
Xioami,51,129
Honor,16,175
Honor,22,97
RealMe,39,55
LG,28,143
Oppo,37,3
OnePlus,37,6
LG,35,126
Oppo,20,46
Oppo,23,59
Nokia,19,120
Nokia,38,286
Xioami,27,68
LG,54,117
LG,23,228
LYF,37,256
Vivo,19,118
LG,32,161
Lenovo,69,12
Apple,37,227
Motorola,31,126
Apple,45,285
Nokia,40,157
Honor,26,242
Vivo,29,131
Xioami,44,79
RealMe,40,172
Vivo,37,224
Xioami,48,-12
LYF,22,185
Vivo,19,172
LYF,53,164
Honor,23,83
Nokia,54,-31
OnePlus,58,-5
Apple,50,103
Nokia,17,281
LYF,18,120
Nokia,47,153
Samsung,18,196
Motorola,51,17
OnePlus,34,186
Motorola,29,48
Apple,45,60
Samsung,21,25
RealMe,14,63
Oppo,47,98
Apple,47,71
LG,54,101
Xioami,41,98
Apple,21,125
OnePlus,19,134
Motorola,57,114
Xioami,24,115
Oppo,14,75
RealMe,34,40
Oppo,11,299
Xioami,27,164
LG,84,92
Honor,59,176
Oppo,38,143
LYF,31,24
Oppo,34,105
LG,41,160
Motorola,48,93
LYF,30,195
Lenovo,26,103
Vivo,23,211
OnePlus,29,50
Samsung,19,150
LG,28,223
LYF,31,157
LG,48,104
Motorola,36,37
Apple,35,97
Honor,44,163
OnePlus,42,86
Apple,37,162
Motorola,30,132
LYF,49,299
Vivo,48,93
Honor,66,69
Vivo,15,225
Xioami,31,47
RealMe,17,65
Lenovo,21,371
Samsung,31,57
RealMe,30,65
Apple,50,129
Vivo,20,137
Samsung,30,210
Honor,52,103
OnePlus,73,177
OnePlus,31,172
Xioami,45,164
Motorola,64,93
Samsung,39,138
Lenovo,52,75
LG,50,78
Xioami,31,96
Honor,51,135
Nokia,33,237
Xioami,32,107
Samsung,25,193
Oppo,60,59
Nokia,47,105
OnePlus,17,143
LYF,35,162
Apple,33,57
Lenovo,58,18
Apple,47,164
LYF,21,148
Motorola,28,289
LG,41,165
Nokia,38,203
Nokia,22,101
OnePlus,43,119
Xioami,60,43
Vivo,30,-24
Nokia,24,165
LYF,32,177
Xioami,20,120
Lenovo,31,35
Oppo,24,124
Motorola,23,306
Oppo,24,51
Honor,34,176
RealMe,54,144
Xioami,13,63
Honor,13,39
Apple,22,162
Xioami,24,184
OnePlus,26,114
Motorola,33,209
Lenovo,21,166
Apple,21,171
Vivo,40,309
Oppo,55,60
LYF,38,38
Lenovo,45,24
LG,47,139
RealMe,26,131
OnePlus,32,152
Motorola,44,214
Honor,39,198
Vivo,26,229
Honor,22,220
LG,35,92
Lenovo,38,33
Xioami,27,31
Honor,52,15
Nokia,31,148
Xioami,39,221
RealMe,18,134
Honor,31,161
RealMe,30,269
Honor,35,75
Apple,49,133
RealMe,23,127
Honor,42,258
Honor,16,81
Motorola,36,133
LG,42,148
Motorola,36,145
Oppo,76,76
LYF,53,176
RealMe,31,277
Nokia,35,182
Samsung,44,174
RealMe,28,6
OnePlus,25,1
Honor,23,204
Motorola,48,180
Xioami,49,79
LG,43,91
Samsung,86,216
Oppo,20,148
LG,32,101
Apple,14,-18
Honor,22,1
Vivo,36,13
LYF,57,134
LG,23,134
Motorola,51,161
Oppo,46,116
LG,59,152
OnePlus,27,156
OnePlus,32,118
Motorola,19,51
Xioami,13,-3
Honor,37,78
Honor,37,117
Vivo,31,141
Honor,41,70
Nokia,76,217
Samsung,35,285
Oppo,47,266
OnePlus,29,251
Vivo,44,107
Motorola,59,222
Nokia,31,145
LG,61,202
Nokia,33,124
Lenovo,25,83
Vivo,14,105
Oppo,52,236
Apple,13,271
Samsung,35,208
Samsung,31,84
RealMe,36,178
Honor,13,146
Motorola,49,140
Lenovo,36,16
Apple,25,181
Oppo,22,234
OnePlus,45,182
Xioami,27,46
Nokia,33,3
Apple,30,-49
Honor,51,145
Nokia,18,44
Motorola,29,34
LYF,26,131
Motorola,10,141
Motorola,31,253
LYF,47,-1
Vivo,27,47
Motorola,28,188
LYF,40,154
Apple,63,300
Honor,19,166
Vivo,33,115
Apple,44,62
Xioami,41,97
OnePlus,71,159
Samsung,42,72
Lenovo,58,181
Vivo,56,85
RealMe,30,130
Lenovo,47,86
LYF,36,-53
Samsung,38,183
Xioami,44,155
LG,42,149
OnePlus,22,172
Lenovo,26,295
RealMe,34,155
Motorola,34,136
LG,59,27
LYF,21,68
Samsung,34,69
LYF,29,299
Nokia,63,172
RealMe,21,147
Apple,53,16
Apple,39,5
Vivo,43,163
LG,15,158
Oppo,68,184
OnePlus,49,74
LYF,47,79
LYF,21,48
Oppo,45,226
Lenovo,31,111
Samsung,38,25
LG,54,69
Nokia,47,169
Nokia,49,184
OnePlus,43,167
Nokia,63,29
RealMe,31,13
Nokia,40,147
LYF,27,64
Apple,22,29
Honor,29,128
Xioami,39,80
Apple,12,59
Motorola,23,219
OnePlus,19,28
Vivo,32,-25
OnePlus,14,267
Vivo,44,43
Xioami,47,258
Vivo,31,25
LYF,44,294
OnePlus,58,62
OnePlus,40,155
Nokia,16,109
Motorola,39,-43
RealMe,39,312
Nokia,43,168
Oppo,30,211
Xioami,28,47
Xioami,31,240
Apple,15,45
RealMe,11,133
Honor,68,-94
Samsung,55,-5
Vivo,40,92
OnePlus,15,14
OnePlus,43,25
Lenovo,33,119
RealMe,33,217
Motorola,60,211
Motorola,36,157
Vivo,33,61
Honor,42,133
Samsung,20,188
RealMe,46,-14
Oppo,22,30
Xioami,20,172
RealMe,22,25
LYF,52,142
RealMe,19,114
Honor,19,126
Samsung,28,149
Nokia,35,173
Xioami,45,226
Vivo,21,-32
Xioami,16,172
Apple,26,28
Lenovo,37,233
LG,47,145
LG,14,37
Samsung,41,53
OnePlus,46,158
Vivo,44,131
Lenovo,15,50
Nokia,42,72
LG,25,142
Apple,57,90
Xioami,50,23
Honor,35,58
Honor,29,93
RealMe,60,106
OnePlus,32,139
Motorola,74,1
Apple,26,86
LG,23,231
Vivo,36,-3
Apple,28,120
Xioami,46,80
Oppo,27,365
Honor,43,241
LYF,31,165
RealMe,28,6
Lenovo,27,67
LG,28,34
Motorola,17,-18
OnePlus,53,36
OnePlus,46,90
Motorola,69,160
Motorola,29,32
Apple,28,212
Motorola,54,227
OnePlus,19,142
Motorola,25,113
Samsung,34,90
Xioami,38,132
Motorola,48,17
LG,56,-24
Lenovo,16,139
LG,51,-44
OnePlus,31,154
Samsung,15,29
Xioami,30,190
Samsung,45,85
Apple,59,194
Honor,20,46
Oppo,58,83
Nokia,27,115
Vivo,22,62
OnePlus,18,139
Motorola,54,176
Honor,34,22
Xioami,39,219
Vivo,15,113
LYF,47,122
LYF,20,74
Oppo,17,272
OnePlus,27,98
Nokia,53,139
Oppo,25,82
OnePlus,27,130
Nokia,49,26
Lenovo,47,189
RealMe,26,197
Xioami,28,146
Xioami,30,16
Oppo,47,135
LG,44,63
Xioami,20,154
Oppo,57,41
Motorola,42,202
Vivo,43,112
Motorola,30,162
Xioami,46,158
Nokia,25,6
Apple,34,124
Samsung,57,124
Nokia,18,151
Vivo,31,17
Vivo,25,133
LG,55,161
LYF,38,31
Oppo,24,36
Vivo,51,126
Motorola,36,56
Motorola,32,208
Lenovo,47,184
RealMe,50,142
LYF,44,18
Lenovo,52,109
Vivo,30,79
Apple,43,150
Motorola,67,152
Apple,50,71
Oppo,33,143
LG,20,100
RealMe,24,253
Lenovo,38,81
Oppo,32,74
Vivo,55,78
RealMe,41,116
Vivo,51,132
Xioami,38,289
LYF,13,-103
RealMe,44,304
Vivo,49,213
LYF,42,183
Lenovo,18,168
Vivo,29,146
LYF,31,91
LG,36,37
Apple,26,62
Oppo,39,154
LYF,12,161
OnePlus,63,98
Xioami,23,104
LYF,23,136
Honor,29,29
Xioami,33,127
Lenovo,74,115
Honor,41,141
LG,33,78
Motorola,65,170
Lenovo,38,204
RealMe,41,49
LG,41,-16
OnePlus,43,202
Vivo,53,147
Vivo,29,139
LYF,52,51
Motorola,40,188
Samsung,19,127
Apple,14,130
Nokia,29,111
Xioami,61,64
OnePlus,29,82
Samsung,80,111
RealMe,30,150
LG,35,148
Xioami,50,106
Apple,25,152
Samsung,43,18
Xioami,31,91
LG,62,193
Lenovo,31,41
Xioami,39,168
OnePlus,21,41
Lenovo,27,-7
Lenovo,46,53
Oppo,21,66
LG,17,171
Lenovo,14,108
LG,36,117
Honor,28,148
Lenovo,33,37
Vivo,36,26
Honor,18,178
Motorola,37,237
RealMe,33,53
OnePlus,35,82
LG,53,185
Samsung,30,62
LYF,37,-55
Samsung,30,29
Motorola,40,71
Samsung,41,94
LYF,48,114
Oppo,41,6
Oppo,40,7
Vivo,39,32
Lenovo,44,115
Nokia,31,74
LG,41,216
Nokia,28,140
Motorola,34,29
LG,45,60
Honor,22,261
RealMe,40,185
Apple,16,156
Oppo,19,99
LYF,32,65
Samsung,34,143
Xioami,54,170
Samsung,37,48
LG,21,138
Motorola,22,128
Vivo,27,32
Oppo,40,189
LYF,30,121
Nokia,47,240
Xioami,37,6
LG,22,58
LYF,37,111
Samsung,20,74
Lenovo,55,34
RealMe,14,71
LYF,60,242
Apple,31,2
Vivo,18,78
Oppo,38,103
Nokia,17,173
LYF,66,-86
RealMe,54,271
Vivo,28,161
Vivo,55,94
Apple,39,206
Samsung,37,49
Nokia,37,92
RealMe,36,170
Motorola,29,152
Honor,45,113
